,temperature,demand
0,37.21216216216216,164.73317865429235
1,40.67972972972973,689.0951276102088
2,43.40405405405405,682.1345707656614
3,24.76351351351351,703.0162412993039
4,26.962162162162162,686.7749419953597
5,19.0,713.4570765661254
6,28.35945945945946,721.5777262180975
7,43.13918918918919,711.1368909512761
8,52.63243243243244,689.0951276102088
9,37.91756756756756,677.4941995359629
10,32.54459459459459,461.71693735498843
11,37.054054054054056,726.2180974477959
12,38.85405405405404,712.2969837587007
13,40.64054054054054,733.1786542923434
14,39.29324324324324,693.7354988399071
15,36.06621621621622,697.215777262181
16,35.410810810810815,709.9767981438515
17,38.87432432432434,705.3364269141531
18,43.020270270270274,689.0951276102088
19,34.6527027027027,684.4547563805105
20,28.44594594594594,700.6960556844548
21,28.010810810810813,719.2575406032483
22,36.94324324324323,719.2575406032483
23,33.92702702702702,703.0162412993039
24,25.12837837837838,677.4941995359629
25,35.568918918918925,712.2969837587007
26,37.52702702702702,713.4570765661254
27,47.63513513513514,699.5359628770301
28,26.504054054054052,598.6078886310905
29,24.085135135135136,672.8538283062645
30,31.62702702702703,698.3758700696055
31,30.70405405405405,704.1763341067285
32,37.73243243243243,696.0556844547564
33,29.078378378378375,698.3758700696055
34,30.945945945945947,675.1740139211137
35,40.18378378378378,429.23433874709974
36,36.637837837837836,698.3758700696055
37,45.00135135135135,693.7354988399071
38,50.516216216216215,700.6960556844548
39,56.22432432432433,668.2134570765661
40,38.9972972972973,705.3364269141531
41,48.366216216216216,679.8143851508121
42,55.97432432432433,682.1345707656614
43,35.890540540540535,686.7749419953597
44,28.10675675675676,679.8143851508121
45,30.437837837837833,748.2598607888631
46,45.7445945945946,740.1392111368909
47,43.41891891891892,823.6658932714616
48,42.45135135135135,806.2645011600929
49,31.679729729729733,670.5336426914154
50,23.4,717.7107501933489
51,28.68243243243243,531.322505800464
52,22.44324324324324,687.9350348027842
53,26.92837837837838,696.829079659706
54,30.9527027027027,667.0533642691415
55,35.93108108108106,761.7942768754834
56,40.63513513513514,757.9273008507347
57,28.30945945945946,698.7625676720804
58,27.227027027027027,701.4694508894045
59,39.048648648648644,709.9767981438515
60,44.13108108108108,682.1345707656614
61,43.067567567567565,690.2552204176334
62,43.96486486486486,822.892498066512
63,38.36486486486486,680.9744779582367
64,38.975675675675674,667.0533642691415
65,48.156756756756764,727.3781902552205
66,47.92162162162162,689.0951276102088
67,49.270270270270274,798.1438515081206
68,41.51486486486486,707.6566125290024
69,41.08648648648648,685.2281515854602
70,54.089189189189185,836.4269141531323
71,58.21621621621622,801.6241299303945
72,58.601351351351354,813.2250580046403
73,46.52837837837838,822.5058004640371
74,46.20405405405406,760.247486465584
75,54.747297297297294,793.5034802784223
76,48.02297297297297,852.2815158546017
77,46.40405405405405,801.6241299303945
78,54.394594594594594,825.9860788863109
79,50.52027027027027,704.1763341067285
80,50.152702702702705,691.415313225058
81,51.73378378378379,696.4423820572312
82,56.04189189189189,845.707656612529
83,59.89594594594595,875.8700696055685
84,63.90945945945946,803.9443155452436
85,56.67567567567568,815.9319412219644
86,59.156756756756764,815.5452436194895
87,50.07027027027027,846.8677494199536
88,48.266216216216215,841.0672853828306
89,53.33783783783784,657.7726218097448
90,45.55675675675676,839.907192575406
91,47.91756756756756,839.907192575406
92,48.55,845.707656612529
93,49.270270270270274,834.106728538283
94,51.09864864864865,815.5452436194895
95,52.972972972972975,821.3457076566125
96,59.44054054054053,822.5058004640371
97,67.50135135135136,858.0819798917246
98,70.27162162162162,953.9829853054911
99,69.84324324324324,824.8259860788863
100,56.19864864864864,677.107501933488
101,57.70810810810811,799.3039443155452
102,57.7662162162162,839.907192575406
103,56.559459459459454,704.1763341067285
104,61.54189189189189,766.8213457076566
105,55.82567567567567,161.25290023201856
106,56.50405405405406,825.9860788863109
107,62.7527027027027,829.4663573085846
108,61.682432432432435,815.5452436194895
109,57.06621621621621,767.2080433101315
110,62.02162162162163,830.6264501160093
111,54.37297297297298,744.7795823665894
112,55.513513513513516,859.2420726991493
113,58.20135135135135,817.4787316318639
114,60.82702702702702,811.678267594741
115,71.40405405405406,962.877030162413
116,73.66891891891892,978.7316318638825
117,67.74864864864864,866.5893271461716
118,60.74594594594594,816.7053364269141
119,63.756756756756744,820.5723124516628
120,75.84594594594596,1000.0
121,67.12432432432432,964.0371229698376
122,66.47432432432433,857.3085846867749
123,66.14594594594595,876.6434648105181
124,74.0324324324324,864.2691415313225
125,60.46621621621622,836.4269141531323
126,63.236486486486484,846.8677494199536
127,59.80810810810812,828.3062645011601
128,67.6608108108108,871.22969837587
129,72.30810810810812,838.7470997679815
130,69.27162162162159,709.9767981438515
131,66.2608108108108,244.39288476411448
132,66.8445945945946,849.1879350348029
133,66.48648648648648,838.7470997679815
134,69.54189189189188,820.1856148491879
135,66.9391891891892,861.9489559164733
136,72.67432432432433,885.1508120649652
137,75.23243243243243,959.0100541376644
138,75.85270270270271,947.0224284609435
139,66.66891891891893,828.3062645011601
140,72.04729729729728,989.5591647331786
141,74.34594594594596,983.3720030935808
142,73.85405405405406,957.07656612529
143,74.44594594594595,964.0371229698376
144,72.4391891891892,915.3132250580046
145,65.03648648648648,848.0278422273782
146,63.351351351351354,850.7347254447022
147,64.19864864864866,854.2150038669761
148,68.71216216216217,877.030162412993
149,70.82972972972972,856.1484918793503
150,66.84864864864863,870.0696055684455
151,69.9635135135135,880.123743232792
152,71.92432432432432,893.2714617169374
153,71.97162162162162,877.030162412993
154,72.5527027027027,854.9883990719258
155,64.67567567567568,848.2953080690902
156,66.08108108108108,868.9095127610209
157,65.8027027027027,858.4686774941995
158,68.57972972972972,886.3109048723899
159,67.75675675675676,843.3874709976799
160,68.7864864864865,866.5893271461716
161,70.20135135135135,879.3503480278422
162,70.10810810810811,867.7494199535963
163,67.03513513513514,865.429234338747
164,75.48108108108109,858.4686774941995
165,70.72702702702705,860.7888631090486
166,76.51486486486486,878.1902552204176
167,65.45675675675675,845.707656612529
168,62.70810810810809,816.7053364269141
169,62.37972972972973,778.4222737819025
170,60.74594594594594,802.784222737819
171,61.31891891891891,815.5452436194895
172,61.287837837837856,802.784222737819
173,66.0675675675676,832.9466357308585
174,52.18378378378378,767.9814385150812
175,64.29189189189188,441.9953596287703
176,71.75,868.522815158546
177,63.1256756756757,834.106728538283
178,60.81621621621621,822.5058004640371
179,58.06621621621621,787.7030162412993
180,58.20405405405406,817.8654292343386
181,63.06756756756759,834.8801237432328
182,65.63918918918918,866.5893271461716
183,70.4,873.5498839907193
184,69.19864864864864,849.5746326372777
185,67.89864864864865,854.9883990719258
186,68.40945945945946,867.7494199535963
187,69.35135135135135,886.3109048723899
188,68.62702702702703,860.7888631090486
189,63.2554054054054,805.1044083526682
190,72.16486486486488,883.9907192575406
191,70.67567567567568,882.830626450116
192,73.67162162162163,890.9512761020882
193,61.52297297297297,836.0402165506574
194,53.7472972972973,787.7030162412993
195,54.16621621621622,827.5328692962104
196,56.83648648648648,828.3062645011601
197,60.4972972972973,830.6264501160093
198,66.25675675675676,885.924207269915
199,66.22702702702703,850.3480278422275
200,71.66621621621621,875.0966744006187
201,66.9581081081081,881.6705336426915
202,63.70405405405405,859.6287703016241
203,54.898648648648646,858.8553750966744
204,55.67567567567568,851.8948182521269
205,49.862162162162164,814.3851508120649
206,44.27567567567568,860.7888631090486
207,53.832432432432434,860.7888631090486
208,54.80810810810811,812.8383604021654
209,52.777027027027025,781.9025522041763
210,64.72027027027028,845.707656612529
211,68.11216216216215,888.631090487239
212,54.27027027027027,814.3851508120649
213,49.08378378378379,723.8979118329466
214,48.001351351351346,822.5058004640371
215,46.12972972972973,830.6264501160093
216,44.494594594594595,852.6682134570766
217,44.701351351351356,744.0061871616396
218,62.554054054054056,842.6140757927301
219,63.056756756756755,827.1461716937355
220,61.36081081081081,841.0672853828306
221,41.78108108108108,714.6171693735499
222,41.58378378378377,723.8979118329466
223,45.02567567567567,865.429234338747
224,28.672972972972968,723.8979118329466
225,40.9864864864865,737.8190255220418
226,38.65945945945946,719.2575406032483
227,39.75675675675676,798.1438515081206
228,48.025675675675686,846.8677494199536
229,36.80810810810811,707.6566125290024
230,36.22837837837839,728.5382830626451
231,44.15810810810811,822.5058004640371
232,45.7554054054054,663.5730858468677
233,32.758108108108104,187.93503480278423
234,37.494594594594595,534.8027842227378
235,39.495945945945955,793.5034802784223
236,40.73783783783784,707.6566125290024
237,46.77567567567567,835.2668213457076
238,39.451351351351356,742.4593967517401
239,42.310810810810814,780.7424593967517
240,42.112162162162164,798.1438515081206
241,54.2472972972973,694.8955916473318
242,34.45945945945946,729.6983758700695
243,34.599999999999994,747.0997679814385
244,30.320270270270267,682.1345707656614
245,33.043243243243246,672.8538283062645
246,42.214864864864865,669.7602474864656
247,21.914864864864864,682.5212683681361
248,25.586486486486486,693.7354988399071
249,22.013513513513512,682.1345707656614
250,37.82972972972973,678.2675947409126
251,45.325675675675676,670.5336426914154
252,34.866216216216216,672.4671307037896
253,31.0472972972973,650.8120649651971
254,36.87972972972973,597.0610982211911
255,30.064864864864866,170.14694508894047
256,20.555405405405406,518.5614849187936
257,17.65945945945946,541.7633410672854
258,12.26081081081081,549.4972931167827
259,15.202702702702704,538.6697602474865
